Id,Project,Reporter,Assigned To,Priority,Severity,Reproducibility,Product Version,Category,Date Submitted,OS,OS Version,Platform,View Status,Updated,Summary,Status,Resolution,Fixed in Version
0014544,Scribus,Fahad,,normal,feature,always,1.5.3.svn,General,2017-01-08,,,,public,2025-11-30,Layout should aware of RTL pages,new,open,
0017697,Scribus,ale,cbradney,normal,feature,N/A,1.7.1.svn,User Interface,2025-11-26,,,,public,2025-11-30,Make the preferences searchable,assigned,open,
0017688,Scribus,bgc,,normal,feature,N/A,1.7.1.svn,Usability,2025-11-17,,,,public,2025-11-30,Advanced selection of items with a paragraph style (draft patch included),new,open,
0017699,Scribus,wopozka,,normal,minor,always,1.6.4,Import / Export,2025-11-28,Windows,11,x86,public,2025-11-28,Arrows are reversed when imported from SVG,new,open,
0017698,Scribus,sebastian_st,,normal,minor,sometimes,1.7.0,Import / Export,2025-11-26,Debian Linux,,,public,2025-11-27,File chooser sometimes shows no files,new,open,
0014597,Scribus,JLuc,ale,normal,feature,N/A,,Scripter,2017-01-29,Ubuntu,14.04,Linux,public,2025-11-26,Script command to get preflight errors or warnings,acknowledged,open,
0017686,Scribus,X_FISH,jghali,normal,major,always,1.6.4,Color Management,2025-11-15,CachyOS,rolling distro,Linux,public,2025-11-25,"Color picker (eyedropper) does not work (always returns ""black"")",resolved,fixed,1.6.5.svn
0017696,Scribus,JLuc,jghali,normal,minor,have not tried,1.6.4,General,2025-11-24,Ubuntu,24.04,Linux,public,2025-11-25,Layer disappears after editing inline object (layer visibility scrambling),resolved,fixed,1.6.5.svn
0017692,Scribus,ale,cbradney,normal,minor,always,1.7.1.svn,General,2025-11-20,,,,public,2025-11-25,On canvas rotation does use the opposite handle for the middle left and right ones,resolved,fixed,1.7.1.svn
0017623,Scribus,qirat,ale,normal,minor,always,1.7.1.svn,General,2025-09-08,Fedora,42 Workstation,Linux,public,2025-11-25,[PATCH] Align and distribute - Making gaps between equal needs multiple clicks,resolved,fixed,1.7.1.svn
0011871,Scribus,FirasH,,normal,crash,always,1.5.0svn,Undo/Redo,2013-12-04,,,,public,2025-11-23,Using bullets in Paragraph Styles cause crash by pressing Ctrl+Z in determined condition,new,open,1.5.6.svn
0017695,Scribus,JLuc,,normal,minor,have not tried,1.6.4,Text Frames / Story Editor,2025-11-22,Ubuntu,24.04,Linux,public,2025-11-22,missing bottom-right red-X to add linked text frame,new,open,
0016019,Scribus,utnik,,normal,feature,always,,Usability,2019-12-18,,,all,public,2025-11-22,text flow – don't scale the offset of a contour line when scaling an object,new,open,
0001096,Scribus,packetbell,nitramr,normal,feature,N/A,1.3,Graphics / Image Frames,2004-09-17,all,all,all,public,2025-11-22,[PATCH] Picture frame padding,assigned,open,
0017689,Scribus,sonicSMASH,jghali,normal,major,always,1.7.1.svn,Graphics / Image Frames,2025-11-19,Linux Mint,22.2,Linux,public,2025-11-21,Embedding Images auto destructs the image after saving,resolved,fixed,1.7.1.svn
0017694,Scribus,ale,,normal,feature,N/A,1.7.1.svn,Graphics / Image Frames,2025-11-20,,,,public,2025-11-20,Allow absolute paths for images,new,open,
0017693,Scribus,ale,,normal,feature,N/A,1.7.1.svn,General,2025-11-20,,,,public,2025-11-20,Persist the basepoint,new,open,
0001750,Scribus,jo-hannes,,low,feature,always,1.3.4cvs,User Interface,2005-03-03,all,all,all,public,2025-11-20,Improvement of Rotate-Function in the toolbar,acknowledged,open,
0017691,Scribus,Ralph,,normal,feature,N/A,,Scripter,2025-11-20,,,,public,2025-11-20,Provide Scripter the a method to check the document,new,open,
0017690,Scribus,Ralph,,low,minor,always,1.7.1.svn,Import / Export,2025-11-20,OpenSuse Tumbleweed,OpenSuse Tumblew,PC,public,2025-11-20,PDF not loaded as image in case of files path with parents,new,open,
0017432,Scribus,ale,nitramr,normal,minor,always,1.7.1.svn,User Interface,2025-02-28,,,,public,2025-11-20,Getting Qt-Advanced-Docking-System to work correctly with tiling window managers,assigned,open,
0015171,Scribus,ale,cbradney,normal,minor,N/A,1.5.4.svn,Scripter,2018-02-25,,,,public,2025-11-17,[PATCH] scripter: add isexportable command,resolved,fixed,1.7.1.svn
0017661,Scribus,LFRon,,high,major,always,1.7.0,Text Frames / Story Editor,2025-10-21,,,,public,2025-11-17,Cannot type Chinese through Fcitx5 framework,new,open,
0010779,Scribus,ale,,normal,minor,have not tried,1.5.0svn,General,2012-06-21,,,,public,2025-11-17,widows and orphans: don't separate last n lines does not seem to work,new,open,
0015729,Scribus,pygmee,,normal,minor,always,1.5.5.svn,Text Frames / Story Editor,2019-07-01,Debian,Sid,x86,public,2025-11-17,Orphans and widows options don’t behave as expected,new,open,
0017098,Scribus,pmjdebruijn,,low,feature,always,1.6.0.svn,Canvas,2023-12-30,,,,public,2025-11-16,Page Resize: Add New Real Estate Equally Around Page,new,open,
0007095,Scribus,ale,,normal,feature,always,,Text Frames / Story Editor,2008-06-17,,,,public,2025-11-16,"""remove unused"" styles",new,open,
0017684,Scribus,wopozka,,normal,major,always,1.6.4,Import / Export,2025-11-13,,,,public,2025-11-15,Preflight Verifier does not show up and therefore export to PDF is impossible,new,open,
0017537,Scribus,ale,,normal,minor,N/A,1.7.1.svn,General,2025-05-30,,,,public,2025-11-15,Metabug: Inital support for RTL document for Scribus 1.8,new,open,
0017571,Scribus,nitramr,nitramr,normal,feature,N/A,1.7.1.svn,User Interface,2025-07-04,Ubuntu,24.10 64-bit,Desktop PC,public,2025-11-15,Add button group ui widget,assigned,open,
0017672,Scribus,ale,,normal,feature,N/A,1.7.1.svn,User Interface,2025-10-30,,,,public,2025-11-15,"When drop downs are open, one does not see what is the current value",new,open,
0017678,Scribus,DavidGDFC,,normal,major,sometimes,1.6.4,General,2025-11-07,,,Windows 11,public,2025-11-14,A link to an image is broken if I move my Scribus document to a different folder,new,open,
0017649,Scribus,Therencio,ale,normal,feature,N/A,1.6.4,Plug-ins,2025-10-13,,,,public,2025-11-14,Mesh distortion  plugin not present (mashdistort) not present.,assigned,open,
0013277,Scribus,FirasH,cbradney,normal,minor,always,1.5.1svn,User Interface,2015-08-05,,,,public,2025-11-12,Improve UI appearance and usability of Color Wheel,resolved,fixed,
0013844,Scribus,Kunda,,normal,minor,have not tried,1.5.2.svn,NLS,2016-03-24,Yosemite,10.10.5,MacOSX,public,2025-11-12,Metabug: RTL UI Formatting issues,acknowledged,open,
0003813,Scribus,christoph_s,,normal,minor,N/A,1.3,Scripter,2006-05-13,any,any,any,public,2025-11-11,Metabug: Scripter,acknowledged,open,
0017682,Scribus,JLuc,,normal,minor,always,1.6.4,Usability,2025-11-09,Ubuntu,24.04,Linux,public,2025-11-10,"Pointer issues with ""text frame link tool""",new,open,
0015976,Scribus,ale,,normal,minor,N/A,1.5.6.svn,General,2019-11-30,,,,public,2025-11-09,[PATCH] slightly simplify the cursor setting in canvasmode_*.cpp,new,open,
0017677,Scribus,ale,,normal,minor,always,1.7.1.svn,Text Frames / Story Editor,2025-11-06,,,,public,2025-11-09,Hard to click on the text overflow box to start the frame linking mode,new,open,
0017683,Scribus,JLuc,,normal,minor,have not tried,1.6.4,Text Frames / Story Editor,2025-11-09,Ubuntu,24.04,Linux,public,2025-11-09,Misleading pointer for Linked Text Creation after closing error popin,new,open,
0017681,Scribus,bgc,,normal,minor,always,1.6.4,Text Frames / Story Editor,2025-11-09,,,,public,2025-11-09,Uniform spacing above and below text frames,new,open,
0002464,Scribus,avox,,normal,minor,always,1.3,User Interface,2005-08-21,all,all,all,public,2025-11-08,Metabug: GUI appearance,acknowledged,open,
0009603,Scribus,yoonminsoo,,normal,minor,always,1.3.9,Shape Drawing,2010-12-20,Windows,XP,,public,2025-11-08,"When items are multi-selected, Stroke and Fill icon can not be activated.",new,open,
0017680,Scribus,ale,,normal,minor,always,1.7.1.svn,General,2025-11-08,,,,public,2025-11-08,Grouping locked items should produce a locked group,new,open,
0013886,Scribus,GarryP,,low,minor,always,1.4.6,Shape Drawing,2016-03-31,Windows,64-bit Home,PC,public,2025-11-08,Strange functionality when resizing object within group,confirmed,open,
0013509,Scribus,Kunda,,none,minor,always,1.5.1,Undo/Redo,2015-11-07,Yosemite,10.10.5,MacOSX,public,2025-11-08,undo does not restore group correctly (only as individual unsequential ungrouped parts),confirmed,open,
0013149,Scribus,Kunda,,normal,minor,always,1.5.1svn,Import / Export,2015-06-18,,,,public,2025-11-08,1.5.x doesn't load 1.3.3.1 .sla grouped items correctly.,new,open,
0013074,Scribus,Kunda,,normal,minor,always,1.5.1svn,Canvas,2015-05-21,OSX,10.9.5,Mac,public,2025-11-08,After grouping [text|image] boxes one of them is missing lines/refresh,confirmed,open,
0011224,Scribus,Vladimir Savic,fschmid,normal,minor,always,1.5.0svn,Undo/Redo,2012-12-02,Ubuntu,12.10,Linux,public,2025-11-08,Undoing ungrouping leads to strange results,feedback,reopened,1.5.1svn
0010255,Scribus,slantnote,,normal,minor,random,1.4.0svn,Graphics / Image Frames,2011-09-10,M$ Win 2000 SP4,5.00.2195,x86 Fam 6 Mod 8 Stepping,public,2025-11-08,"groups involved in temporary ""select-copy-paste"" maneuver erroneously super-grouped",new,open,
0011646,Scribus,JLuc,,normal,minor,have not tried,1.5.0svn,General,2013-07-06,,,,public,2025-11-08,Group size should follow size of grouped items,new,open,
0012951,Scribus,ale,,normal,minor,always,1.5.0svn,Undo/Redo,2015-03-14,,,,public,2025-11-08,wrong position when undoing a moved ungrouped svg item,new,open,
0011876,Scribus,a_winkler,,normal,minor,always,1.4.3.svn,Usability,2013-12-08,Windows,8.1,x86_64,public,2025-11-08,line widths of outlines are changed when resizing a group of objects,new,open,
0008826,Scribus,louisdesjardins,,normal,feature,always,,Usability,2010-02-16,n/a,n/a,n/a,public,2025-11-08,Being able to scale object or group of objects to a desired percentage,new,open,
0012561,Scribus,FirasH,,normal,minor,always,1.5.0svn,Text Frames / Story Editor,2014-07-27,FreeBSD,10.0.2,x86_64,public,2025-11-08,Inconsistent spacing in Story Editor,confirmed,open,
0001915,Scribus,kobuswolf,,normal,feature,always,1.3.0cvs,Text Frames / Story Editor,2005-04-23,,,,public,2025-11-08,Resizing of groups of object that contains text doesnt resize that well,acknowledged,open,
0014685,Scribus,ale,,normal,minor,N/A,1.5.3,General,2017-03-16,,,,public,2025-11-08,"create a ""document verifier""",new,open,
0001704,Scribus,plinnell,fschmid,normal,feature,always,1.3,Shape Drawing,2005-02-20,,,,public,2025-11-08,Enhancement - Implement a 'clone' tool a la Inkscape,assigned,open,
0003796,Scribus,mkoren,,normal,crash,N/A,1.3,Usability,2006-05-10,any,any,any,public,2025-11-08,can't view or access groups overlapped by other groups (in outline or on canvas),confirmed,open,
0003799,Scribus,Howard White,,normal,feature,always,1.3.4cvs,General,2006-05-10,anyany,,any,public,2025-11-08,Additional Selection Tool,confirmed,open,
0012516,Scribus,Kunda,,normal,feature,have not tried,1.5.0svn,General,2014-07-14,,,,public,2025-11-08,[PATCH] Port BAlpha layer-option-text-always-flows.patch ,new,open,
0012026,Scribus,christoph_s,fschmid,normal,minor,always,1.5.0svn,Import / Export,2014-01-30,OpenSUSE 64 Bit,13.1,x86_64,public,2025-11-08,Drop shadows aren't exported to SVG,assigned,fixed,1.5.0svn
0012430,Scribus,christoph_s,fschmid,normal,minor,always,1.5.0svn,Graphics / Image Frames,2014-06-25,OpenSUSE 64 Bit,13.1,x86_64,public,2025-11-08,Drop Shadow tab behaviour unpredictable,assigned,open,
0002407,Scribus,ringerc,,normal,major,always,,Usability,2005-08-09,Fedora Core,3,x86 Linux,public,2025-11-08,Metabug: Misleading and wrong cursors,acknowledged,open,
0013906,Scribus,FirasH,,normal,minor,N/A,1.5.2.svn,User Interface,2016-04-03,,,,public,2025-11-08,Metabug: UI enhancement  proposals (1.5.x.svn),acknowledged,open,
0003951,Scribus,christoph_s,,normal,feature,always,1.3,Import / Export,2006-06-29,any,any,any,public,2025-11-08,Add an option to export a PDF file containing all data relevant for production,new,open,
0017583,Scribus,ale,,normal,feature,N/A,1.7.1.svn,PDF,2025-07-15,,,,public,2025-11-08,"Find a way for avoiding ""bad"" PDF export settings",new,open,
0017438,Scribus,ale,,normal,minor,N/A,1.7.1.svn,Import / Export,2025-03-06,,,,public,2025-11-08,[PATCH] Export selection,new,open,
0015923,Scribus,ale,,normal,feature,N/A,1.5.6.svn,PDF,2019-11-07,,,,public,2025-11-08,export selection to pdf,new,open,
0013128,Scribus,ale,,normal,minor,N/A,1.5.1svn,Import / Export,2015-06-10,,,,public,2025-11-08,pdf export: pdfcheckpoint does not validate scribus' pdfs,new,open,
0017679,Scribus,ale,,normal,minor,N/A,1.7.1.svn,PDF,2025-11-08,,,,public,2025-11-08,Metabug: Improve the acceptance of Scribus' PDF by print shops,new,open,
0017673,Scribus,ale,,normal,feature,N/A,1.7.1.svn,Scripter,2025-10-30,,,,public,2025-11-06,Add a way for defining the contour line from a script,new,open,
0016313,Scribus,ale,,normal,feature,N/A,1.5.6.svn,Text Frames / Story Editor,2020-11-04,,,,public,2025-11-06,"remove the ""window > inline items"" and do not allow to reuse inline items",new,open,
0017676,Scribus,ale,cbradney,normal,minor,always,1.7.1.svn,Scripter,2025-11-01,,,,public,2025-11-05,"In the scripter's createParagraphStyle(), the tabs definition does not respect the current unit",resolved,fixed,1.7.1.svn
0017640,Scribus,tropion,jghali,normal,minor,always,1.7.1.svn,PDF,2025-10-08,,,,public,2025-11-05,Scribus crashes when exporting pdf via python and the document has a PDF-Push-Button or other PDF-thingy,resolved,fixed,1.6.5.svn
0017675,Scribus,travisj,,low,minor,sometimes,,Usability,2025-11-01,Debian Trixie (13),XFCE,Linux,public,2025-11-01,(1.6.3) Occasional difficulty selecting nodes and node control points,new,open,
0010989,Scribus,ale,Chelen,normal,feature,N/A,,General,2012-08-01,,,,public,2025-11-01,Snap to item for node editing,assigned,open,
0017077,Scribus,ale,,normal,minor,N/A,1.7.0.svn,User Interface,2023-12-14,,,,public,2025-10-31,scrolling with the mousewheel over the palettes can focus spinoboxes and comboboxes,new,open,
0017575,Scribus,ernstlustig,cbradney,normal,minor,always,1.7.0,User Interface,2025-07-07,Linux Mint,21.3 Cinnamon,AMDx64,public,2025-10-29,"Grid does not reflect units ""millimetres""",resolved,no change required,
0017667,Scribus,qirat,cbradney,normal,feature,N/A,1.7.1.svn,User Interface,2025-10-26,Fedora,42 Workstation,Linux,public,2025-10-27,"Add the word ""Lines"" for ""Wheel Jump"" option?",resolved,fixed,1.7.1.svn
0017629,Scribus,ale,ale,normal,minor,N/A,1.7.1.svn,General,2025-09-25,,,,public,2025-10-27,Name mismatch between period and dot tab,resolved,fixed,1.7.1.svn
0017624,Scribus,DavidGDFC,nitramr,normal,minor,always,1.7.1.svn,User Interface,2025-09-11,,,,public,2025-10-27,Light mode in 1.7.1 SVN (2025-09-10),assigned,open,
0017522,Scribus,nitramr,nitramr,normal,feature,N/A,1.7.1.svn,User Interface,2025-05-13,Ubuntu,24.10 64-bit,Desktop PC,public,2025-10-27,New Color Slider widget,assigned,open,
0006434,Scribus,Howard White,fschmid,normal,feature,always,,User Interface,2007-10-29,,,,public,2025-10-27,Implement sliders as control for values such as opacity,assigned,open,
0017625,Scribus,ale,,normal,feature,N/A,,General,2025-09-14,,,,public,2025-10-26,"[PATCH] Persist ""Save as""'s format and add ""Save a copy"" to a different format",new,open,
0017669,Scribus,ale,,normal,feature,N/A,1.7.1.svn,General,2025-10-26,,,,public,2025-10-26,Add an outline based on the table of contents,new,open,
0017668,Scribus,ale,,normal,feature,N/A,1.7.1.svn,General,2025-10-26,,,,public,2025-10-26,"In ""Align and distribute"" add horizontal and vertical reverse actions",new,open,
0017422,Scribus,ImYoric,,normal,feature,have not tried,,Import / Export,2025-02-17,,,,public,2025-10-26,[PATCH] Export to PDF/X-1a:2003 would be useful,new,open,
0017665,Scribus,ale,,normal,feature,always,1.7.1.svn,General,2025-10-25,,,,public,2025-10-26,"Improve the ""Insert Page dialog""",new,open,
0017073,Scribus,ale,,normal,feature,N/A,1.7.0.svn,User Interface,2023-12-11,,,,public,2025-10-25,"integrate ""extra > manage images"" into the the image content palette",new,open,
0017323,Scribus,ale,,normal,minor,N/A,,General,2024-11-26,,,,public,2025-10-25,on applying colors,new,open,
0017009,Scribus,datalot,,normal,feature,always,1.5.8,Import / Export,2023-09-04,All,All,All,public,2025-10-24,Import of Inkscape SVG pages,new,open,
0017663,Scribus,daxliniere,,normal,minor,always,1.6.4,Usability,2025-10-23,Windows,10 Pro,PC,public,2025-10-24,Image management - FR: Relink ALL missing files,new,open,
0017365,Scribus,ale,nitramr,normal,feature,N/A,1.7.0.svn,User Interface,2025-01-07,,,,public,2025-10-23,Create a context aware toolbar,assigned,open,
0017664,Scribus,daxliniere,,normal,minor,always,1.6.4,Usability,2025-10-23,Windows,10 Pro,PC,public,2025-10-23,Image management - FR: Remove file from project,new,open,
0017662,Scribus,ale,,normal,minor,always,1.7.1.svn,General,2025-10-23,,,,public,2025-10-23,"""File > Open"" should only list one ""Scribus Documents"" entry",new,open,
0017652,Scribus,qirat,jghali,normal,minor,always,1.7.1.svn,General,2025-10-16,Fedora,42 Workstation,Linux,public,2025-10-22,Deleting nodes using Delete key causes crash,resolved,fixed,1.7.1.svn
0017476,Scribus,nitramr,nitramr,normal,feature,N/A,1.7.1.svn,General,2025-03-27,Ubuntu,24.10 64-bit,Desktop PC,public,2025-10-21,Automatic detection of page size format,assigned,open,
0017660,Scribus,Owen,,normal,minor,always,1.6.4,Styles,2025-10-21,,,,public,2025-10-21,Can't keep at least one line of body text to follow subhead,new,open,
0017650,Scribus,qirat,,normal,minor,always,1.7.1.svn,General,2025-10-14,Fedora,42 Workstation,Linux,public,2025-10-19,Custom page-size bug,new,open,
0017642,Scribus,krop,cbradney,normal,minor,always,1.7.1.svn,Build System,2025-10-09,,,,public,2025-10-19,Build failure with Qt 6.10,resolved,fixed,1.7.1.svn
0017657,Scribus,user7350,,normal,major,sometimes,,Website,2025-10-19,,,,public,2025-10-19,Frequent HTTP 403 (forbidden) responses from bugs.scribus.net,new,open,
0017654,Scribus,ale,,normal,feature,N/A,1.7.1.svn,General,2025-10-18,,,,public,2025-10-19,[PATCH] Repurpose slotDocCh() disabled boolean argument,new,open,
0017656,Scribus,ale,,normal,feature,N/A,1.7.1.svn,Styles,2025-10-19,,,,public,2025-10-19,Add the item / frame styles to the experimental Scribus features,new,open,
0016523,Scribus,zzzazzz,,normal,text,always,1.5.6,Text Frames / Story Editor,2021-03-19,Ubuntu,20.04,Laptop,public,2025-10-18,Style and Force change frame / column,new,open,
0017655,Scribus,ale,,normal,feature,N/A,1.7.1.svn,Scripter,2025-10-18,,,,public,2025-10-18,Scripter: Apply text formatting to table cells,new,open,
0017653,Scribus,ale,,normal,feature,N/A,,Scripter,2025-10-18,,,,public,2025-10-18,Do not let Scripter commands call slotDocCh,new,open,
0017647,Scribus,qirat,ale,normal,minor,always,1.7.1.svn,General,2025-10-11,Fedora,42 Workstation,Linux,public,2025-10-17,"Ungrouping groups - no ""ungroup"" option after the first ungroup",resolved,fixed,1.7.1.svn
0017651,Scribus,MattMiller,jghali,normal,major,always,1.6.5.svn,Build System,2025-10-14,,,,public,2025-10-14,Won't Compile: 'const_key_value_iterator' does not name a type,resolved,fixed,1.6.5.svn
0017648,Scribus,cbradney,cbradney,normal,feature,have not tried,1.6.5.svn,General,2025-10-11,,,,public,2025-10-12,Implement Document Log for capturing and showing errors to users as they work,resolved,fixed,1.7.1.svn
0017645,Scribus,tropion,jghali,normal,minor,always,1.7.1.svn,Internal,2025-10-10,,,,public,2025-10-11,Hruler::m_contextMenu should be initialized with a parent QObject,resolved,fixed,1.7.1.svn
0017646,Scribus,tropion,jghali,normal,minor,have not tried,1.7.1.svn,Internal,2025-10-10,,,,public,2025-10-10,Some objects created by ColorPicker have no parent QObject,resolved,fixed,1.7.1.svn
0014668,Scribus,itchka,,normal,major,always,1.5.3.svn,Text Frames / Story Editor,2017-03-10,,,,public,2025-10-10,Adjust frame height to text fails if frame is not tall enough to display text.,new,open,
0015153,Scribus,Jehan,,normal,minor,sometimes,1.5.4.svn,Text Frames / Story Editor,2018-02-19,,,,public,2025-10-10,"""Adjust Frame Height to Text"" does not always work",confirmed,open,
0017453,Scribus,ale,,normal,minor,always,1.7.1.svn,Text Frames / Story Editor,2025-03-13,,,,public,2025-10-10,Adjust frame to height of text does not work correctly if the last line does not have descents and align to baseline is on,new,open,
0016187,Scribus,ale,,normal,feature,N/A,1.5.6.svn,Usability,2020-07-23,,,,public,2025-10-10,"""adjust frame to content"": merge adjusting to image and to text",new,open,
0017145,Scribus,pmjdebruijn,,normal,minor,always,1.6.2.svn,Canvas,2024-01-27,,,,public,2025-10-10,Adjust Frame Height To Text / Text Frame Overflow Detection Interaction,new,open,
0017641,Scribus,ale,,normal,feature,N/A,,Import / Export,2025-10-09,,,,public,2025-10-09,Embedding Frames,new,open,
0002931,Scribus,plinnell,,normal,major,always,1.3.3cvs,Import / Export,2005-12-22,,,,public,2025-10-09,Metabug: SVG,acknowledged,open,
0015610,Scribus,ale,,normal,minor,always,1.5.5.svn,Graphics / Image Frames,2019-03-20,,,,public,2025-10-09,what happens when an svg is loaded in an image frame,new,open,
0012187,Scribus,JLuc,,normal,minor,always,1.5.0svn,Import / Export,2014-04-02,,,,public,2025-10-09,SVG not well imported,new,open,
0009078,Scribus,fschmid,,normal,minor,always,1.3.7svn,Import / Export,2010-05-04,,,,public,2025-10-09,Incorrect Import of SVG File.,confirmed,open,
0017639,Scribus,henrylaw,,normal,major,always,1.6.4,Styles,2025-10-04,Mint 21,Vanessa,Linux Mint,public,2025-10-07,"On importing a Libreoffice Writer file, styles are imported but not associated with paragraphs",new,open,
0017638,Scribus,jghali,jghali,normal,major,always,1.6.5.svn,General,2025-10-04,,,,public,2025-10-04,Failure to build with poppler 25.10.0,resolved,fixed,1.6.5.svn
0017636,Scribus,qirat,,normal,minor,always,1.7.1.svn,General,2025-10-01,Fedora,42 Workstation,Linux,public,2025-10-02,Drag-selected and copied content from multiple pages is dictated by a wrongly highlighted page,new,open,
0017635,Scribus,ale,,normal,feature,N/A,1.7.1.svn,PDF,2025-09-28,,,,public,2025-09-28,Allowing custom printing marks,new,open,
0014567,Scribus,Fahad,ale,normal,feature,always,,Text Frames / Story Editor,2017-01-18,,,,public,2025-09-27,[PATCH] Search \ replace all text frames,assigned,open,
0012755,Scribus,Kunda,,normal,minor,have not tried,,	-,2014-10-07,,,,public,2025-09-27,Metabug: Search & Replace (1.5.x svn),new,open,
0017634,Scribus,ale,,normal,feature,have not tried,1.7.1.svn,Styles,2025-09-27,,,,public,2025-09-27,Applying direct text (typographic)  formatting with the keyboard,new,open,
0001423,Scribus,Daniel,,normal,feature,always,1.3.2cvs,General,2004-12-20,Debian GNU/Linux (kernel 2.4.26),'testing',Linux,public,2025-09-27,Single key-stroke to kern letters...,acknowledged,open,
0017633,Scribus,Funkaloss,,normal,text,always,,Website,2025-09-27,Windows,10,PC,public,2025-09-27,Links not consistent and hard to discern,new,open,
0017628,Scribus,IRINA,,normal,crash,always,1.6.4,Text Frames / Story Editor,2025-09-23,,,,public,2025-09-25,"Font issues in Scribus 1.6.4 – fonts not applied, letter spacing too wide",new,open,
0017626,Scribus,qirat,,normal,minor,always,1.7.1.svn,Fonts,2025-09-18,Fedora,42 Workstation,Linux,public,2025-09-23,Google Noto CJK fonts cause PDF exporter to crash,new,open,
0015555,Scribus,ale,,normal,feature,N/A,,Usability,2019-01-25,,,,public,2025-09-23,Snap to items should only snap to visible items,new,open,
0014606,Scribus,christoph_s,cbradney,normal,minor,always,1.5.3.svn,Usability,2017-02-06,Linux,openSUSE 42.1,x86 64,public,2025-09-11,[PATCH] Bleed should override page margins when using the Shift shortcut for creating frames,assigned,open,
0017618,Scribus,ale,,normal,minor,N/A,1.7.1.svn,Scripter,2025-09-06,,,,public,2025-09-07,[PATCH] Modify the behavior of scripter's getSelectedTextRange(),new,open,
0017611,Scribus,ale,,normal,minor,N/A,1.7.1.svn,Scripter,2025-08-30,,,,public,2025-09-07,Scripter's createMasterPage() cannot say if the master page is left or right,new,open,
0015515,Scribus,ale,,normal,minor,always,1.5.5.svn,Scripter,2018-12-17,,,,public,2025-09-07,scripter API. cannot create new pages when there are multiple masterpages,new,open,
0017621,Scribus,qirat,,normal,feature,N/A,1.7.1.svn,Master Pages,2025-09-07,Fedora,42 Workstation,Linux,public,2025-09-07,Only show the appropriate Master Page options when applying Master Page,new,open,
0017620,Scribus,ale,,normal,minor,have not tried,1.7.1.svn,User Interface,2025-09-06,,,,public,2025-09-06,"Modernize ""Multiple duplicate""",new,open,
0017608,Scribus,maximilian,,normal,major,always,1.6.4,PDF,2025-08-26,Windows,10 Home 64-bit,x64,public,2025-09-06,Incorrect blending color space assigned to objects in generated PDF file intended for printer,new,open,
0017615,Scribus,ale,,normal,feature,N/A,1.7.1.svn,Shape Drawing,2025-09-04,,,,public,2025-09-04,Some more nodes editing wishes,new,open,
0017430,Scribus,ale,nitramr,normal,minor,N/A,1.7.1.svn,General,2025-02-26,,,,public,2025-09-04,"The preview in ""Arrange pages"" can make Scribus very slow",assigned,open,
0017605,Scribus,ale,,normal,minor,always,1.6.5.svn,General,2025-08-22,,,,public,2025-09-02,Text on path can have unusual starting points,new,open,
0017609,Scribus,melwyncarlo,,normal,major,always,1.7.1.svn,Build System,2025-08-28,Ubuntu (Linux),24.04.3 LTS,x86-64,public,2025-09-01,Cannot build on Ubuntu using Cmake and Qt6,new,open,
0017612,Scribus,ale,,normal,feature,N/A,,General,2025-08-31,,,,public,2025-09-01,"On renaming ""Master pages""",new,open,
0017544,Scribus,david613,,normal,minor,have not tried,,Language Tools,2025-05-30,,,,public,2025-08-30,Support for right-to-left book binding and layout (Hebrew/Arabic books),new,open,
0017281,Scribus,deepadsr,,none,feature,N/A,1.6.2,Text Frames / Story Editor,2024-09-26,Manjaro Linux,,Linux,public,2025-08-29,Adding hyperlinking as a text property,new,open,
0014645,Scribus,DoctorJellyface,,normal,major,always,1.5.3.svn,Canvas,2017-02-25,Arch Linux,rolling,x86_64,public,2025-08-28,[PATCH] Touchpad/trackpoint extremely sensitive in canvas,new,open,
0017603,Scribus,ale,,normal,feature,N/A,,General,2025-08-19,,,,public,2025-08-19,Nodes tool: reverse the path,new,open,
0014935,Scribus,christoph_s,,normal,major,always,1.5.3,Tables,2017-08-02,Windows,10,x86 64,public,2025-08-18,Table borders cannot be changed,new,open,
0017590,Scribus,softsun2,,normal,major,always,1.7.0,Build System,2025-07-23,Macos, 14 (Sonoma),Arm64,public,2025-08-06,Scribus build fails on ARM64 Darwin 23.2.0,new,open,
0017602,Scribus,simpsonus,,normal,minor,always,1.6.5.svn,Shape Drawing,2025-08-06,,,,public,2025-08-06,Text Flow around contour line in Shape edition,new,open,
0017596,Scribus,simpsonus,,normal,minor,always,1.6.5.svn,Text Frames / Story Editor,2025-07-30,,,,public,2025-08-01,search/replace in text editor not aware of content modifications,new,open,
0017599,Scribus,ale,,normal,feature,N/A,,Language Tools,2025-08-01,,,,public,2025-08-01,"Check Spelling: replace the language selector by a label (and add a ""Set language"" button and Combobox)",new,open,
0017595,Scribus,prcek,,normal,minor,always,1.6.4,Scripter,2025-07-29,Linux,Fedora 40,x86_64,public,2025-07-29,getFrameText() does not find a text frame when it is inside a group,new,open,
0017594,Scribus,piorol,,normal,feature,always,1.6.4,Import / Export,2025-07-27,,,,public,2025-07-27,import vectoriel Ms Publisher only 1 page ??,new,open,
0017576,Scribus,tropion,,normal,minor,always,1.7.1.svn,General,2025-07-09,,,,public,2025-07-22,When moving multiple items in the outline window only the first item is actually moved,new,open,
