Id,Project,Reporter,Assigned To,Priority,Severity,Reproducibility,Product Version,Category,Date Submitted,OS,OS Version,Platform,View Status,Updated,Summary,Status,Resolution,Fixed in Version
0011740,Scribus,JLuc,,normal,major,always,1.5.0svn,Usability,2013-09-22,,,,public,2021-09-26,Style effect of deleting end of paragraph,feedback,open,
0015513,Scribus,dockattt,,normal,feature,always,1.5.4.svn,PDF,2018-12-16,,,,public,2021-09-24,Concept: add ability to link pdf links to objects,new,open,
0016639,Scribus,JLuc,,normal,feature,N/A,1.5.8.svn,General,2021-09-21,Ubuntu ,20.10,Linux,public,2021-09-21,"""variable text"" marks definitions via command line option",new,open,
0015998,Scribus,ale,,normal,minor,always,1.5.6.svn,Graphics / Image Frames,2019-12-09,,,,public,2021-09-20,inconsistent editing a locked image frame,new,open,
0016633,Scribus,tsst,,normal,feature,N/A,1.5.7,Color Management,2021-09-17,,,,public,2021-09-17,It would be good to have color previewer for object,new,open,
0014842,Scribus,davidrevoy,jghali,normal,major,always,1.5.3,Graphics / Image Frames,2017-06-02,,,,public,2021-09-17,Darken edge around non-transparent pixels in transparent PNG,assigned,open,
0016626,Scribus,ewac,,normal,feature,always,,Typography,2021-08-31,,,,public,2021-09-14,Zero Width Spaces are not visible,new,open,
0010301,Scribus,JLuc,,normal,minor,always,1.4.0svn,Text Frames / Story Editor,2011-10-03,7,,PC,public,2021-09-14,All types of non breaking spaces should be displayed as red underscore in story editor,new,open,
0009615,Scribus,charette.s,,normal,feature,have not tried,,General,2010-12-24,,,,public,2021-09-14,"Find a way to display all kind of spaces (thin, thick, mid, etc) differently when ""Show Control Character"" is enabled",new,open,
0016630,Scribus,skinkie,,normal,minor,always,1.5.7,Fonts,2021-09-13,Linux,,,public,2021-09-13,Text convert to outlines within a group messes up alignment,new,open,
0016627,Scribus,jgenoese,,normal,major,always,1.5.7,Printing,2021-09-02,,,,public,2021-09-03,DuplexTumble prints as single-sided,new,open,
0016628,Scribus,ewac,,normal,feature,always,,Typography,2021-09-03,,,,public,2021-09-03,Khmer Numbering for Page Numbers and Lists,new,open,
0016610,Scribus,willsonlin,,normal,feature,have not tried,,Scripter,2021-08-10,,,,public,2021-08-10,The Scripter command groupObjects() should allow assign the name to the group,new,open,
0016612,Scribus,willsonlin,,normal,feature,have not tried,,Tables,2021-08-10,,,,public,2021-08-10,Convert text to table and vice versa,new,open,
0016611,Scribus,willsonlin,,normal,feature,have not tried,,Graphics / Image Frames,2021-08-10,,,,public,2021-08-10,Creating a new option to fit the render frame size to its rendered image,new,open,
0016601,Scribus,didierhinz,,urgent,crash,always,1.5.7,Internal,2021-07-07,Linux Mint 20.1,Ubuntu 20,Laptop,public,2021-08-04,Crashes when changing the margins of a large document (500 pages) in the document settings,new,open,
0016602,Scribus,venclj,,normal,minor,always,1.5.7,Typography,2021-07-09,Xubuntu,20.04,,public,2021-07-09,First line offset not respected (maybe font dependent),new,open,
0005899,Scribus,alexandre,,normal,feature,always,1.4 milestone,Usability,2007-06-18,,,,public,2021-07-07,smart guides,acknowledged,open,
0015382,Scribus,scootergrisen,,low,feature,N/A,,Translation,2018-07-18,,,,public,2021-07-01,"Change ""da_DK"" to ""da"" on Transifex",new,open,
0011974,Scribus,christoph_s,,normal,minor,always,1.5.0svn,Text Frames / Story Editor,2014-01-16,OpenSUSE 64 Bit,13.1,x86_64,public,2021-06-29,"Removing a paragraph via backspace in the SE switches a previously ""styled"" paragraph to ""No Style""",confirmed,open,
0012789,Scribus,a_winkler,,normal,minor,always,1.4.4,Styles,2014-10-24,Windows,7,x86,public,2021-06-29,Font Size changes of Paragraph Styles are not applied in some cases,confirmed,open,
0016582,Scribus,JLuc,,normal,major,have not tried,,Text Frames / Story Editor,2021-06-02,Ubuntu ,20.10,Linux,public,2021-06-29,Hyphens issues,new,open,
0016598,Scribus,willsonlin,,normal,feature,have not tried,,3rd Party,2021-06-28,,,,public,2021-06-28,Add LuaLaTeX and GuitarTeX Support for Render Frame,new,open,
0016597,Scribus,willsonlin,,normal,feature,have not tried,,User Interface,2021-06-28,,,,public,2021-06-28,"Add ""Insert Page"" feature to Multiple Duplicate>By Page tab",new,open,
0016595,Scribus,willsonlin,,normal,feature,have not tried,1.5.8.svn,User Interface,2021-06-18,,,,public,2021-06-18,Suggestion to create a new script panel like InDesign,new,open,
0015593,Scribus,JLuc,,normal,minor,always,1.5.5.svn,Graphics / Image Frames,2019-03-10,Ubuntu ,18.04,Linux,public,2021-06-11,Trigger embeded-in-text Image edit,new,open,
0009120,Scribus,subeditor,cbradney,normal,minor,N/A,1.5.0svn,Translation,2010-05-23,Ubuntu,10.04,"PC AMD64 X2, Ati Radeon 3200",public,2021-06-05,Term for vector objects,assigned,open,
0014878,Scribus,FirasH,,normal,minor,always,1.5.4.svn,Translation,2017-06-24,,,,public,2021-06-05,Version/Layers/etc. label strings of Barcode Generator is hardcoded and cannot be translated,new,open,
0016581,Scribus,JLuc,,normal,minor,have not tried,,Text Frames / Story Editor,2021-06-02,Ubuntu ,20.10,Linux,public,2021-06-02,Hyphens *smart* suggest and confirm,new,open,
0016580,Scribus,JLuc,,normal,minor,have not tried,1.5.7,Text Frames / Story Editor,2021-06-02,Ubuntu ,20.10,Linux,public,2021-06-02,"""Suggest hyphen"" setting",new,open,
0016577,Scribus,Buxato,,normal,feature,always,1.5.7,Graphics / Image Frames,2021-06-01,,,,public,2021-06-01,Support for Inkscape SVG mesh gradients,new,open,
0016575,Scribus,ale,,normal,feature,always,,Graphics / Image Frames,2021-05-27,,,,public,2021-05-27,when drawing a dotted or dashed line first put the dashes / dots in the corners / nodes,new,open,
0016574,Scribus,benfranske,,normal,minor,always,1.5.6,Import / Export,2021-05-24,Windows,10 (ver 2004),amd64,public,2021-05-25,"Very large PDF output as multi-page PDF, much smaller as combined infividual pages",new,open,
0016569,Scribus,mujeebcpy,,normal,feature,always,1.5.8.svn,Typography,2021-05-22,kubuntu,20.10,gnulinux,public,2021-05-22,Need the features in Tex \lefthyphenmin and \righthyphenmin in hyphenation,new,open,
0007404,Scribus,adonai_cruz,,normal,feature,always,1.3.3.12,Text Frames / Story Editor,2008-09-19,Linux,Ubuntu Hardy,,public,2021-05-22,Text frames don't follow the page guides,new,open,
0015707,Scribus,petervrijlandt,,normal,major,sometimes,1.5.4,Fonts,2019-06-08,Mojave,10.14.5,Mac,public,2021-05-15,Additional Path for fonts is lost,new,open,
0016561,Scribus,PeterBenedek,,normal,crash,always,1.5.8.svn,Usability,2021-05-08,Linux Mint,20 (64bit),x64,public,2021-05-09,Scribus crashes after applied and renamed style clone,new,open,
0016560,Scribus,user6623,,normal,minor,N/A,1.5.8.svn,User Interface,2021-05-05,,,,public,2021-05-05,Fixed some minor issues in editorconfigs of render frames.,new,open,
0016558,Scribus,JLuc,,normal,minor,always,1.5.7,Text Frames / Story Editor,2021-05-03,Ubuntu ,20.10,Linux,public,2021-05-03,"Ability to select ""textframe link"" tool",new,open,
0016557,Scribus,Dekker,,normal,minor,always,1.5.7,Typography,2021-05-01,Windows 10,20H2 - 19042.928,Windows,public,2021-05-02,Drop cap with short line makes long break,new,open,
0016552,Scribus,didierhinz,,normal,major,always,1.5.6,Internal,2021-04-28,Linux,Mint 20,Workstation,public,2021-04-28,Endnote marks are not accepted in large documents,new,open,
0016549,Scribus,PeterBenedek,,none,feature,always,1.5.7.svn,Usability,2021-04-17,Linux Mint,20 (64bit),x64,public,2021-04-17,Missing Stylistic set descriptions,new,open,
0016478,Scribus,user6573,,normal,tweak,always,1.5.7.svn,User Interface,2021-02-17,,,,public,2021-04-01,"in style-editor ""orphan"" (Schusterjunge) is above the ""widow"" (Hurenkind) wich is the opposite how it is in typographic",new,open,
0016531,Scribus,ale,,normal,minor,have not tried,1.5.7.svn,Import / Export,2021-03-28,,,,public,2021-03-29,failing to import a specific svg,new,open,
0015661,Scribus,xmris,,normal,minor,always,1.4.8,General,2019-04-24,Windows 10 x64,,Intel x86-64,public,2021-03-17,Insertion of barcode triggers an error,new,open,
0015958,Scribus,ale,,normal,feature,N/A,1.5.6.svn,Import / Export,2019-11-20,,,,public,2021-03-17,"Get ""Group clips content"" to work with imported vectors and the ""Crop to"" option",new,open,
0016516,Scribus,Tim Sen,,normal,minor,always,1.5.6,Text Frames / Story Editor,2021-03-15,,,,public,2021-03-16,"shortcuts for ""view"" options are leading to a conflict while working in the textframe",new,open,
0016250,Scribus,demurish,,normal,feature,always,1.5.6.svn,Usability,2020-09-23,,,,public,2021-03-09,Specify Bar Code Dimensions upon insertion - Enhancement Request,new,open,
0015114,Scribus,u ltd.,,low,feature,N/A,,PDF,2018-01-27,alike debian,9,amd64,public,2021-03-08,Make Bounding Box choosable for embedded pdf files,new,open,
0014348,Scribus,jlpoole,,low,minor,have not tried,1.5.3.svn,Scripter,2016-11-02,,,,public,2021-03-03,setPageType - Enhancement Request,new,open,
0004773,Scribus,christoph_s,avox,normal,major,always,1.3.4cvs,Text Frames / Story Editor,2006-12-12,Linux,SuSE 10.1,x86,public,2021-02-26,Text flow around shapes doesn't work correctly (Hyphenation issue),acknowledged,open,
0016492,Scribus,sreerajp,,normal,minor,always,1.5.7.svn,Graphics / Image Frames,2021-02-24,10,20H2,Windows,public,2021-02-25,PDF import issue in Scribus,new,open,
0013264,Scribus,bubu,,normal,minor,have not tried,,Translation,2015-07-28,,,,public,2021-02-04,Full HTML markup in translations strings for word wrapping (in trunk),new,open,
0012828,Scribus,PeterBenedek,,normal,minor,always,1.5.0svn,Usability,2014-11-22,Linux Mint ,17 (32bit),x86,public,2021-01-30,"Hanging indent is not respected in ""link text frames""",confirmed,open,
0016444,Scribus,huc,,normal,major,always,1.5.7.svn,Text Frames / Story Editor,2021-01-24,Debian,10,Linux,public,2021-01-28,Numbered list styles may be damaged when re-opening the document,new,open,
0009799,Scribus,cezaryece,jghali,normal,tweak,N/A,1.4.0svn,PDF,2011-03-04,,,,public,2021-01-25,[PATCH] autocroping images during PDF export,assigned,open,
0016084,Scribus,JLuc,,normal,minor,always,1.5.6.svn,Styles,2020-04-10,Ubuntu ,18.04,Linux,public,2021-01-24,Unfinished numbered lines arent perfectly numbered,new,open,
0016153,Scribus,sreerajp,,urgent,major,always,1.5.6.svn,PDF,2020-07-06,10,1909,Windows,public,2021-01-22,Scribus Page PDF transparency,new,open,
0005554,Scribus,rabauke,,normal,minor,always,1.3.3.7,General,2007-04-14,,,,public,2021-01-22,Column-break is displayed as unknown character when added at the beginning of a paragraph,confirmed,open,
0007413,Scribus,Vladimir Savic,,normal,major,always,1.3.5svn,Usability,2008-09-21,Linux,OpenSUSE 11.0,x86_64,public,2021-01-22,Edit Contents of Frame should restrict user intervention only to content of a frame,confirmed,open,
0004901,Scribus,christoph_s,,normal,minor,always,1.3.4cvs,User Interface,2006-12-19,Linux,SuSE 10.1,x86,public,2021-01-22,Snapping guides interfere with the new autoframes,confirmed,open,
0004538,Scribus,christoph_s,Chelen,normal,minor,always,1.3,User Interface,2006-11-16,Linux,SuSE 10.1,x86,public,2021-01-21,Add character styles and line styles to the Search and Replace dialog,assigned,open,
0006428,Scribus,christoph_s,christoph_s,normal,minor,always,1.3.5svn,General,2007-10-28,Linux,SuSE 10.3,x86,public,2021-01-20,Line colour isn't displayed correctly if blend modes are applied,assigned,no change required,1.3.5svn
0007063,Scribus,Tork,,normal,minor,always,1.3.3.11,Typography,2008-06-01,XP pro,5.1 sp2,windows,public,2021-01-19,Impossible to insert a NonBreakableSpace into the search replace text tool inside the Editor Ctrl+Y,confirmed,open,
0012712,Scribus,PeterBenedek,fschmid,normal,minor,always,1.5.0svn,Usability,2014-09-19,Linux Mint ,17 (32bit),x86,public,2021-01-17,Incorrectly displayed gradient (again) (context: #12280),assigned,open,
0014208,Scribus,PeterBenedek,,normal,minor,always,1.5.3.svn,Usability,2016-07-07,Linux Mint,18 (64bit),x64,public,2021-01-11,"If item are rotated then ""Snap to Items"" does not work well",confirmed,open,
0016325,Scribus,sreerajp,,normal,minor,always,1.5.6.svn,Text Frames / Story Editor,2020-11-09,10,1909,Windows,public,2020-12-23,for some CTL fonts line is splitting into two if a textbox is placed inside the other,new,open,
0002899,Scribus,kavs0007,,normal,feature,always,1.3.3cvs,User Interface,2005-12-05,,,,public,2020-12-14,snap to baseline grid,acknowledged,open,
0014588,Scribus,bubu,,normal,feature,always,1.5.3.svn,User Interface,2017-01-26,,,,public,2020-12-14,Footnotes mockup,new,open,
0014710,Scribus,AlmaTlust,,normal,feature,have not tried,1.5.3.svn,Color Management,2017-03-28,KDE Neon,,Linux,public,2020-12-11,color list gets confusing after importing svg graphics,new,open,
0014893,Scribus,hadmut,,normal,minor,always,1.4.6,General,2017-07-03,,,,public,2020-12-11,page grid not centered,new,open,
0016380,Scribus,JLuc,,normal,minor,have not tried,,Scripter,2020-12-07,Ubuntu ,20.10,Linux,public,2020-12-10,Merge new version of autoquotes,new,open,
0016382,Scribus,sreerajp,,normal,tweak,always,1.5.7.svn,Text Frames / Story Editor,2020-12-10,10,20H2,Windows,public,2020-12-10,Moving Grouped Items with Align to Baseline Grid causes oveflow issue,new,open,
0016375,Scribus,zerubbabel,,normal,major,always,1.5.6,PDF,2020-12-03,,,,public,2020-12-07,PDFs exported from Scribus 1.5.6.1 hang the Fiery RIP,new,open,
0016377,Scribus,Markus123,,normal,feature,always,,Import / Export,2020-12-05,,,,public,2020-12-05,Support avif images,new,open,
0016372,Scribus,digirew,,normal,feature,have not tried,1.5.6,Graphics / Image Frames,2020-12-02,,,,public,2020-12-02,"Image frame -> new property ""embed image""",new,open,
0016373,Scribus,digirew,,normal,feature,have not tried,1.5.6,Scripter,2020-12-02,,,,public,2020-12-02,"Scripter api - > ability to ""collect for output""",new,open,
0016273,Scribus,ale,,normal,feature,N/A,1.5.6.svn,Scripter,2020-10-21,,,,public,2020-12-02,[PATCH] scripter api: add commands for embedding / extract images,new,open,
0004520,Scribus,sherwood,jghali,normal,crash,always,1.3.3.5,Graphics / Image Frames,2006-11-12,Windows XP Pro,5.1 SP2,PC,public,2020-12-01,Crash while placing multiple large JPEG images,assigned,open,
0013434,Scribus,PeterBenedek,,normal,minor,always,1.5.1svn,Canvas,2015-10-19,Linux Mint ,17.2 (32bit),x86 and x64,public,2020-11-30,Double-sided First page slides off-center on canvas in relation to the other pages.,confirmed,open,
0016366,Scribus,tanty,,normal,minor,always,1.5.6,Import / Export,2020-11-28,,,,public,2020-11-28,Exporting to Image (PNG) applies the in-use color profile,new,open,
0016355,Scribus,tanty,,normal,minor,always,1.5.6,General,2020-11-25,,,,public,2020-11-25,"The ""-g"" command line option doesn't really do as described by the help",new,open,
0013501,Scribus,ale,,normal,minor,always,1.5.0,Text Frames / Story Editor,2015-11-05,,,,public,2020-11-24,impossible to set the character formatting at the end of the frame,confirmed,open,
0016349,Scribus,Embry,,normal,minor,always,1.5.6,Properties Palette,2020-11-23,,,,public,2020-11-23,Using F2 while in properties palette causes switch to first opened document,new,open,
0005320,Scribus,Le_Tigre,,normal,feature,always,1.3.3.7,Styles,2007-02-09,Suse 10.1,1.3.3.6,Linux,public,2020-11-20,Copy/Paste between docs may create unneccessary line styles,confirmed,open,
0011574,Scribus,JLuc,,urgent,crash,have not tried,1.5.0svn,Text Frames / Story Editor,2013-06-05,,,,public,2020-11-20,Usability : Pasting text should not paste the paragraph style,confirmed,open,
0016165,Scribus,sreerajp,,normal,feature,always,1.5.6.svn,Text Frames / Story Editor,2020-07-17,10,1909,Windows,public,2020-11-20,Spellcheck Issue,new,open,
0016335,Scribus,JeffWhite87,,normal,feature,always,1.5.6,General,2020-11-13,Windows 10 & OSXscribusliner.sla,10.14.6,Windows 10 PCs and Macs,public,2020-11-14,Zoom level does save with document or template,new,open,
0016321,Scribus,JacobVF,,normal,minor,always,1.5.6.svn,Text Frames / Story Editor,2020-11-06,Linux Ubuntu,20.10,,public,2020-11-13,Color on paragraph effect not saved,new,open,
0015997,Scribus,ale,,normal,feature,N/A,1.5.6.svn,PDF,2019-12-09,,,,public,2020-11-12,[PATCH] move the export to PDF to the main file menu,new,open,
0016329,Scribus,ale,,normal,minor,N/A,1.5.7.svn,User Interface,2020-11-12,,,,public,2020-11-12,"remove ""file > print preview"" or move it into ""file > output preview""",new,open,
0016328,Scribus,ale,,normal,minor,N/A,1.5.7.svn,General,2020-11-11,,,,public,2020-11-11,"duplicating a group creates a ""copy of Group 1"" instead of ""Group 2""",new,open,
0016300,Scribus,ale,,normal,feature,N/A,1.5.6.svn,Scripter,2020-11-01,,,,public,2020-11-10,[PATCHJ] add moveToPage() to the scripter,new,open,
0016326,Scribus,digirew,,normal,feature,always,1.5.6.svn,OS-MacOSX,2020-11-09,,,,public,2020-11-10,Dragging multiple PDF files onto a scribus document,new,open,
0016317,Scribus,ale,,normal,feature,N/A,1.5.6.svn,Scripter,2020-11-05,,,,public,2020-11-10,[PATCH] add GetSingleItem and deprecate GetUniqueItem,new,open,
0011142,Scribus,Fredo,,normal,feature,always,1.4.1,Graphics / Image Frames,2012-10-30,,,,public,2020-11-10,Fit image to fill frame,new,open,
0015530,Scribus,pezcurrel,,normal,minor,always,1.5.4,Usability,2019-01-08,,,,public,2020-11-09,"Changing ""first line offset"" is possible only one ""text frame"" by one",new,open,
0008373,Scribus,jghali,,normal,minor,always,1.3.5,Graphics / Image Frames,2009-08-23,Fedora,10,linux,public,2020-11-04,"After deleting page containing inline frame, frame remains in saved doc",confirmed,open,
0016303,Scribus,sreerajp,,normal,minor,always,1.5.6.svn,Text Frames / Story Editor,2020-11-02,10,1909,Windows,public,2020-11-03,Character Style for a selected word,new,open,
0016309,Scribus,ale,,normal,minor,N/A,1.5.6.svn,Scripter,2020-11-03,,,,public,2020-11-03,getItems(): merge getPageItems and getAllObjects and deprecate the original ones,new,open,
0016307,Scribus,ale,,normal,feature,N/A,1.5.6.svn,Scripter,2020-11-03,,,,public,2020-11-03,"when moving from object to item, getItemType() should return an int (constant) not a string",new,open,
0016296,Scribus,ale,,normal,minor,always,1.5.6.svn,Graphics / Image Frames,2020-10-31,,,,public,2020-10-31,cannot use menus to load image in an empty image frame when the frame was clicked while a text frame was in edit mode,new,open,
0016285,Scribus,ale,,normal,feature,N/A,1.5.6.svn,Scripter,2020-10-27,,,,public,2020-10-27,scripter api: add command to check if an image is embedded in the frame,new,open,
0016278,Scribus,ale,,normal,minor,N/A,1.5.6.svn,User Interface,2020-10-23,,,,public,2020-10-23,"add the pdf tools to a new ""insert > pdf fields"" menu",new,open,
0016279,Scribus,ale,,normal,feature,N/A,1.5.6.svn,Scripter,2020-10-23,,,,public,2020-10-23,refactor the name of the scriper cmd files,new,open,
0016270,Scribus,ale,,normal,feature,N/A,1.5.6.svn,Styles,2020-10-15,,,,public,2020-10-15,edit default styles when no document is open,new,open,
0014936,Scribus,ale,,normal,feature,N/A,1.5.4.svn,General,2017-08-04,,,,public,2020-10-14,[PATCH] simplify the lorem ipsum (sample text),new,open,
0016267,Scribus,shassan,,normal,feature,N/A,1.5.5,Scripter,2020-10-11,,,,public,2020-10-11,add setActiveDocument() function to scripter,new,open,
0016257,Scribus,mara004,,normal,feature,N/A,1.5.6.svn,Import / Export,2020-10-02,,,,public,2020-10-08,Export from command-line and create export profiles,new,open,
0010109,Scribus,ale,jainbasil,normal,feature,N/A,1.5.0svn,Scripter,2011-07-08,,,,public,2020-10-07,scripter-ng api: add functions to move layers through the stack,assigned,open,
0016258,Scribus,shassan,,normal,tweak,have not tried,1.5.5,Scripter,2020-10-05,,,,public,2020-10-05,resizeTableColumn function width parameter units,new,open,
0016247,Scribus,arnaudv6,,normal,crash,always,1.5.5,Build System,2020-09-22,Gentoo linux,,"linux, sway (wayland)",public,2020-09-24,include qtwayland in Appimages (qt wayland platform plugin),new,open,
0016251,Scribus,ale,,normal,feature,N/A,1.5.6.svn,Import / Export,2020-09-24,,,,public,2020-09-24,svg import: do not import arrow heads as symbols,new,open,
0016229,Scribus,ale,,normal,feature,N/A,1.5.6.svn,User Interface,2020-09-03,,,,public,2020-09-16,refactor the document > sections dialog,new,open,
0016242,Scribus,tdb,,normal,minor,always,1.5.6.svn,Fonts,2020-09-14,,,,public,2020-09-15,Some fonts force ligatures of certain character combinations,new,open,
0016239,Scribus,ale,,normal,feature,N/A,1.5.6.svn,Scripter,2020-09-14,,,,public,2020-09-14,add setPosition() to the scripter,new,open,
0015617,Scribus,sonejostudios,,normal,feature,N/A,1.5.4,Scripter,2019-03-26,,,,public,2020-09-14,custom buttons and shortcut for scripts,new,open,
0016093,Scribus,xavid,,normal,feature,N/A,,Scripter,2020-04-22,,,,public,2020-09-12,Add getCharCoordinates() and getMark() functions to the Scripter API,new,open,
0016237,Scribus,ale,,normal,feature,N/A,,User Interface,2020-09-11,,,,public,2020-09-11,"remove ""web safe RGB"" colors from add color ""color types""",new,open,
0011623,Scribus,JLuc,,normal,minor,N/A,1.5.0svn,Usability,2013-06-23,,,,public,2020-09-06,Snapping in 2 colums text frames,new,reopened,
0013597,Scribus,JLuc,,normal,minor,have not tried,,General,2015-12-09,Ubuntu,14.04,Linux,public,2020-09-06,[Feature] Snap to same gap or size,new,open,
0016219,Scribus,AdmFubar,,normal,minor,always,1.5.5,Graphics / Image Frames,2020-08-21,Linux,SUSE 42.2 64bit,,public,2020-09-04,"Import ms publisher files Photos shot in portrait are not rotated in image frame, and  are off centered.",new,open,
0016213,Scribus,ale,,normal,feature,N/A,1.5.6.svn,Scripter,2020-08-14,,,,public,2020-09-04,creating the scripter API doc from the doc strings,new,open,
0016230,Scribus,ale,,normal,minor,have not tried,,Scripter,2020-09-03,,,,public,2020-09-04,Scripter: provide the API for managing multiple documents in a project,new,open,
0015960,Scribus,ale,,normal,minor,N/A,1.5.6.svn,General,2019-11-22,,,,public,2020-09-03,keep the name of items when importing pages,new,open,
0016227,Scribus,AndreasDavour,,normal,minor,always,1.5.6.svn,Usability,2020-09-01,,,,public,2020-09-02,Scrolling zoomed out is unbearably slow,new,open,
0015162,Scribus,christoph_s,,normal,minor,always,1.5.4.svn,Import / Export,2018-02-22,Linux,openSUSE 42.1,x86 64,public,2020-09-01,AI file cannot be correctly imported,new,open,
0016225,Scribus,ale,,normal,minor,always,1.5.6.svn,Text Frames / Story Editor,2020-08-23,,,,public,2020-08-23,marks are not imported when importing pages from another file,new,open,
0016181,Scribus,ale,,normal,feature,N/A,1.5.6.svn,Text Frames / Story Editor,2020-07-20,,,,public,2020-08-19,PATCH: refactor the anchor mark out of scribus.h,new,open,
0016197,Scribus,ale,,normal,minor,N/A,1.5.6.svn,Text Frames / Story Editor,2020-07-29,,,,public,2020-08-19,RTL in the text ruler: tabs and margins,new,open,
0014715,Scribus,mauder,,low,feature,N/A,1.5.3.svn,Text Frames / Story Editor,2017-03-30,,,,public,2020-08-19,Feature like LateX \hfill,new,open,
0016186,Scribus,ale,,normal,feature,N/A,,Usability,2020-07-23,,,,public,2020-08-18,adjustement of the item size: use shift for top and bottom,new,open,
0016206,Scribus,ale,,normal,feature,N/A,,Usability,2020-08-06,,,,public,2020-08-17,improve the sequence of units,new,open,
0016214,Scribus,Juan Vidal,,normal,major,always,1.5.5,General,2020-08-14,,,,public,2020-08-14,Con las notas a pie de página al intentar borrar el programa se cuelga,new,open,
0016211,Scribus,ale,,normal,feature,N/A,,Scripter,2020-08-13,,,,public,2020-08-14,rename a few scripter commands to better match what they do,new,open,
0016203,Scribus,ale,,normal,feature,N/A,1.5.6.svn,Text Frames / Story Editor,2020-07-31,,,,public,2020-07-31,keep bold / italic formatting for parts of text selections,new,open,
0016200,Scribus,AMDphreak,,normal,feature,always,1.5.5,Text Frames / Story Editor,2020-07-30,,,,public,2020-07-30,Text Links,new,open,
0016193,Scribus,ale,,normal,minor,N/A,1.5.6.svn,Usability,2020-07-28,,,,public,2020-07-28,Panning in CanvasMode::commonkeyPressEvent_NormalNodeEdit is only active when no items are selected,new,open,
0016194,Scribus,ale,,normal,feature,N/A,1.5.6.svn,Internal,2020-07-28,,,,public,2020-07-28,On refactoring CanvasMode::commonkeyPressEvent_NormalNodeEdit(),new,open,
0016188,Scribus,benpolhill,,normal,minor,always,1.4.7,User Interface,2020-07-25,Linux Mint,19.3 Tricia,Linux x86_64,public,2020-07-25,Re-entering programme via application switcher focusses floating window,new,open,
0016185,Scribus,JLuc,,normal,minor,have not tried,1.5.6.svn,Import / Export,2020-07-22,Ubuntu ,18.04,Linux,public,2020-07-22,"Layer appears on exported PDF but not on PDF ""BAT""",new,open,
0016182,Scribus,ikhider,,normal,text,always,1.5.6.svn,Fonts,2020-07-20,,,,public,2020-07-22,Font menu very slow on Ubuntu,new,open,
0016184,Scribus,ale,,normal,minor,always,1.5.6.svn,Text Frames / Story Editor,2020-07-21,,,,public,2020-07-21,Marks: copy pasting some text with an anchor mark in the middle creates two marks in the pasted text,new,open,
0016183,Scribus,ale,,normal,minor,always,1.5.5.svn,Text Frames / Story Editor,2020-07-21,,,,public,2020-07-21,marks: insert an anchor changes the line height in the first line of the frame.,new,open,
0016180,Scribus,ale,,normal,minor,N/A,1.5.6.svn,Text Frames / Story Editor,2020-07-20,,,,public,2020-07-21,PATCH: marks: fail early if it's a master page (and no variable text),new,open,
0016172,Scribus,ale,,normal,minor,N/A,,Internal,2020-07-19,,,,public,2020-07-20,provide a an abstraction to check if a specific type of frame is selected,new,open,
0016175,Scribus,ale,,normal,feature,N/A,1.5.6.svn,Text Frames / Story Editor,2020-07-19,,,,public,2020-07-19,marks: use the selection as the default,new,open,
0010674,Scribus,pygmee,,normal,feature,N/A,1.5.0svn,PDF,2012-04-13,Debian,Lenny,Linux,public,2020-07-19,Style based bookmarks,new,open,
0016168,Scribus,ale,,normal,feature,N/A,1.5.6.svn,PDF,2020-07-17,,,,public,2020-07-17,"when exporting to pdf, including the bookmarks should be enabled by default",new,open,
0016169,Scribus,ale,,normal,feature,N/A,1.5.6.svn,PDF,2020-07-17,,,,public,2020-07-17,"In the pdf links, add the type ""jump to bookmark""",new,open,
0016166,Scribus,ale,,normal,feature,N/A,1.5.6.svn,PDF,2020-07-17,,,,public,2020-07-17,"In the scripter, allow pdf bookmarks to be set for a page and/or multiple bookmarks per text frame",new,open,
0001032,Scribus,eroper,,normal,feature,always,1.3,Text Frames / Story Editor,2004-09-05,,,,public,2020-07-17,Request: PDF Bookmarks at arbritrary locations within text frames.,acknowledged,open,
0003207,Scribus,jo-hannes,,normal,minor,always,1.5.0svn,Text Frames / Story Editor,2006-02-09,any,any,any,public,2020-07-17,Metabug: PDF Bookmarks,acknowledged,open,
0013430,Scribus,AlmaTlust,,low,feature,always,1.5.1svn,General,2015-10-19,Kubuntu,15.04,KDE,public,2020-07-17,add feature to name pages,new,open,
0001682,Scribus,TomK32,,low,feature,always,,Text Frames / Story Editor,2005-02-18,all,all,all,public,2020-07-17,user-defined bookmark title,acknowledged,open,
0016161,Scribus,aryeh,,normal,minor,always,1.5.5,Import / Export,2020-07-12,POP OS  ,20.04,Lenovo X1 extreme (4k display),public,2020-07-13,annotations associated with highlights in PDF are not imported,new,open,
0016163,Scribus,didierhinz,,normal,minor,always,1.5.6.svn,Typography,2020-07-13,Linux Mint,20,Desktop,public,2020-07-13,widow line formatting in linked text frames does not work as expected,new,open,
0016157,Scribus,ale,,normal,minor,N/A,1.5.6.svn,User Interface,2020-07-08,,,,public,2020-07-08,"[PATCH] View menu: move all sub-items but the ""Zoom"" submenu directly into the View menu",new,open,
0016156,Scribus,ale,,normal,minor,N/A,1.5.6.svn,User Interface,2020-07-08,,,,public,2020-07-08,"Create a ""Document"" menu that contains the ""Page"" menu and the ""Document Setup""",new,open,
